facilityid	dest_node_id	vrid	qa_location	containerid	asin	sum_net_units	reason_short	creationdate	checkin_date	run_date	type	is_manifested
IMXJ	MEX3	116TQQKNW		paXdesabr01	ZZR9P0NUMT	1	ASIN_Damaged	2025-03-29	2025-04-06	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZRTC6H6KD	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZS84KI5S9	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZR93SWNML	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZSNFZ7UTN	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	ZZSDC9TIJ7	1	ASIN_Damaged	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	CSG1_IMXN_48c8b99c-3d2e-491d-ac79-9cd652164bbf	ESTANTE1-IMXN	MTY035	ZZR8UOU2LX	3	Human_Reject	2025-04-06	2025-04-10	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_8b5bbeee-3027-4da8-ba74-7750688bbe2e	DESTRUCTION AREA	paXdesabr24	ZZRJGHP4BB	1	Human_Reject	2025-04-01	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	ZZRQ5C4FSX	2	Human_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	LIT1_IMXN_1303a1fd-d573-4b60-8626-d85c4d2c077c	DESTRUCTION AREA NO IMPORTABLE	paXdesabr23	ZZSDK4XZGV	1	Human_Reject	2025-04-02	2025-04-07	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_9f9fffa2-8f12-4707-8946-a81bdfcfbc34	ESTANTE1-IMXN	MTY036	ZZRVIZGTSV	3	Human_Reject	2025-03-30	2025-04-07	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_9f9fffa2-8f12-4707-8946-a81bdfcfbc34	ESTANTE1-IMXN	MTY036	ZZRGPOWUWT	1	Human_Reject	2025-03-30	2025-04-07	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	CSG1_IMXN_00f26391-3da6-48e6-ba50-8f5ba1d999fa	ESTANTE1-IMXN	MTY045	ZZRE3IIHKX	1	Human_Reject	2025-04-01	2025-04-06	2025-04-14	PROBLEM_SOLVING	Y
IMXN	IMXN	DFW7_IMXN_964a62fd-bbf2-4b22-a9d9-da17db69a35b	ESTANTE1-IMXN	MTY06	ZZRD1GJID3	1	Human_Reject	2025-03-31	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	DFW7_IMXN_964a62fd-bbf2-4b22-a9d9-da17db69a35b	ESTANTE1-IMXN	MTY06	ZZT4CDXMF7	1	Human_Reject	2025-03-31	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	DFW7_IMXN_964a62fd-bbf2-4b22-a9d9-da17db69a35b	ESTANTE1-IMXN	MTY06	ZZSEUABDL3	2	Human_Reject	2025-03-31	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_b9e02c78-40be-4616-ad79-6f28981221c6	DESTRUCTION AREA SIDELINE REPORT	paXdesabr15	B007NG5UF4	1	Human_Reject	2025-03-24	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_4287e279-e10b-42f4-a78f-fa0562bd5d62	DESTRUCTION AREA SIDELINE REPORT	paXdesabr14	B09GJZKQ3K	5	Human_Reject	2025-03-24	2025-03-30	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	LIT1_IMXN_3c8384d0-1795-420d-af8d-9996e373e04a	DESTRUCTION AREA SIDELINE REPORT	paXdesabr05	ZZSEQ8K1VR	1	Human_Reject	2025-03-20	2025-03-25	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU8_IMXN_03b6b4f5-f189-4f8a-98dd-d0f4a032e6ae	PISO NON SORT	tsXPBNPJCYG	ZZRIGF22TB	6	Human_Reject	2025-03-19	2025-03-24	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU8_IMXN_03b6b4f5-f189-4f8a-98dd-d0f4a032e6ae	PISO NON SORT	tsXPBNP9FT2	ZZRZNSF0S9	11	Human_Reject	2025-03-19	2025-03-24	2025-04-14	PROBLEM_SOLVING	Y
IMXN	IMXN	AUS2_IMXN_53ccb3aa-cea9-4403-844a-eb34687485b4	DESTRUCTION AREA SIDELINE REPORT	paXdesmar23	ZZWRSUUHLZ	1	Human_Reject	2025-02-25	2025-03-07	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	SAT2_IMXN_6456687b-23a9-4749-b181-67c3e6790472	DESTRUCTION AREA SIDELINE REPORT	paXdesmar22	ZZTW0LWC81	35	Human_Reject	2025-02-26	2025-03-05	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_01952d5a-39fd-4a43-afcf-299f824879ff	ESTANTE1-IMXN	MTY016	ZZXOGBB6LX	2	Human_Reject	2025-02-24	2025-03-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	115NVT783	CPS-UVA	tsX0wkcqewx	ZZRA6A96NT	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	B0DNSGKRVG	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113BJPC27	ESTANTE1 E2	tsX0e0g687d	B00GSV3JSU	1	System_Reject	2025-03-10	2025-03-17	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	B0002VAFVG	3	System_Reject	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	B07XMJ68D7	1	System_Reject	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	B0BZDT4LSX	2	System_Reject	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	B09S3G63ZB	3	System_Reject	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	B07FSXF8WP	1	System_Reject	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_4287e279-e10b-42f4-a78f-fa0562bd5d62	VIRTUAL COMPLIANCE	paXvirabr01	B089KKL7D8	1	Wrong_Label	2025-03-24	2025-03-30	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	ZZU3IV19KD	1	ASIN_Damaged	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZW2LBUSK1	2	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	1166V7DSK		tsX2nhvu7fh	ZZRTKSTN0J	1	Human_Reject	2025-03-29	2025-04-12	2025-04-14	PROBLEM_SOLVING	Y
IMXN	IMXN	CSG1_IMXN_48c8b99c-3d2e-491d-ac79-9cd652164bbf	ESTANTE1-IMXN	MTY035	ZZROZVYVCV	2	Human_Reject	2025-04-06	2025-04-10	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_9f9fffa2-8f12-4707-8946-a81bdfcfbc34	ESTANTE1-IMXN	MTY036	ZZR9W0OW3X	1	Human_Reject	2025-03-30	2025-04-07	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	116TQQKNW		paXdesabr01	B0049C2S32	3	Human_Reject	2025-03-29	2025-04-06	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_b9e02c78-40be-4616-ad79-6f28981221c6	ESTANTE1-IMXN	MTY07	ZZXY2WNLQ9	1	Human_Reject	2025-03-24	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_b9e02c78-40be-4616-ad79-6f28981221c6	ESTANTE1-IMXN	MTY07	ZZWJD8TYT1	1	Human_Reject	2025-03-24	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_b9e02c78-40be-4616-ad79-6f28981221c6	DESTRUCTION AREA SIDELINE REPORT	paXdesabr15	ZZTOAODDN9	1	Human_Reject	2025-03-24	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	SAT2_IMXN_b644b0bd-d221-4abf-b039-1f7bfe286a4b	ESTANTE1-IMXN	MTY002	ZZUT93O3JX	2	Human_Reject	2025-03-19	2025-03-31	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	SAT2_IMXN_b644b0bd-d221-4abf-b039-1f7bfe286a4b	ESTANTE1-IMXN	MTY009	ZZY10KIFGB	1	Human_Reject	2025-03-19	2025-03-31	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU2_IMXN_df5cb273-7c44-4b2a-981c-4c3cd206ef73	ESTANTE1-IMXN	MTY008	ZZTV4E59C1	1	Human_Reject	2025-03-24	2025-03-31	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	LIT1_IMXN_3c8384d0-1795-420d-af8d-9996e373e04a	DESTRUCTION AREA SIDELINE REPORT	paXdesabr05	B079LNL81L	1	Human_Reject	2025-03-20	2025-03-25	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU8_IMXN_03b6b4f5-f189-4f8a-98dd-d0f4a032e6ae	PISO NON SORT	tsXPBNPJCYG	B001B0AGH0	1	Human_Reject	2025-03-19	2025-03-24	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	CSG1_IMXN_30b4e588-3b07-4006-9541-f633f6d55c38	ESTANTE1-IMXN	MTY00010	ZZTX6F7S07	1	Human_Reject	2025-01-07	2025-01-15	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	SAT2_IMXN_6f6cadd8-d679-4dbf-a594-681df29891dd	Problem Solving OPS	problemSolvingContainer	B0D96W6YVR	14	Other	2025-03-10	2025-03-20	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	1166V7DSK	CPS-UVA	tsX326kf4pv	ZZRCGPPEFV	4	System_Reject	2025-03-29	2025-04-12	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	111QFR3B9		tsX0567hntv	ZZWWSOXCZ9	1	System_Reject	2025-04-04	2025-04-11	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113NW1M2V	ESTANTE2 E4	tsX1y1xk667	ZZRA1GXLTD	2	System_Reject	2025-04-02	2025-04-09	2025-04-14	PROBLEM_SOLVING	Y
IMXJ	TIJ1	113R339MY		paXdesmar11	B0CRVJ4JLT	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113NW1M2V	CPS-UVA	tsX3hkk0rt1	B0CJC8TYTV	1	System_Reject	2025-04-02	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	B00RMZ817U	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	B01D16LKEO	1	System_Reject	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZRD36NB4X	1	System_Reject	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	112QBQZD5	ESTANTE1 E2	tsX0s5uayzr	B0CQJ2VLMB	3	System_Reject	2025-03-10	2025-03-15	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	B08CGKSPZZ	1	System_Reject	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	ZZUC1GS0CB	1	System_Reject	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_8b5bbeee-3027-4da8-ba74-7750688bbe2e	DESTRUCTION AREA	paXdesabr24	ZZRJAQ4XCT	1	ASIN_Damaged	2025-04-01	2025-04-09	2025-04-14	PROBLEM_SOLVING	Y
IMXN	IMXN	LIT1_IMXN_1303a1fd-d573-4b60-8626-d85c4d2c077c	DESTRUCTION AREA NO IMPORTABLE	paXdesabr23	B082QBB8KQ	2	ASIN_Damaged	2025-04-02	2025-04-07	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZR8OQVX97	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZR8M4P081	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZRWULZBR7	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	B000OMMN4A	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZRAJYN9XP	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU6_IMXN_7240400f-3259-4175-b36c-3a2fb3f6544c		l1dmg01	ZZTL0HW48T	5	Human_Reject	2025-04-09	2025-04-13	2025-04-14	PROBLEM_SOLVING	Y
IMXN	IMXN	HOU6_IMXN_7240400f-3259-4175-b36c-3a2fb3f6544c		l1sys06	ZZS6HV1ODZ	2	Human_Reject	2025-04-09	2025-04-13	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU6_IMXN_7240400f-3259-4175-b36c-3a2fb3f6544c		l1sys10	ZZS118VH9Z	9	Human_Reject	2025-04-09	2025-04-13	2025-04-14	PROBLEM_SOLVING	Y
IMXN	IMXN	CSG1_IMXN_48c8b99c-3d2e-491d-ac79-9cd652164bbf	ESTANTE1-IMXN	MTY035	ZZXTS98L75	1	Human_Reject	2025-04-06	2025-04-10	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_8b5bbeee-3027-4da8-ba74-7750688bbe2e	DESTRUCTION AREA	paXdesabr24	ZZRGJWY95X	1	Human_Reject	2025-04-01	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_8b5bbeee-3027-4da8-ba74-7750688bbe2e	ESTANTE1-IMXN	MTY034	ZZRBNWBRUJ	4	Human_Reject	2025-04-01	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_9f9fffa2-8f12-4707-8946-a81bdfcfbc34	ESTANTE1-IMXN	MTY036	ZZRBNWBRUJ	26	Human_Reject	2025-03-30	2025-04-07	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	LIT1_IMXN_1303a1fd-d573-4b60-8626-d85c4d2c077c	DESTRUCTION AREA NO IMPORTABLE	paXdesabr23	ZZWYNOBIKD	1	Human_Reject	2025-04-02	2025-04-07	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	CSG1_IMXN_00f26391-3da6-48e6-ba50-8f5ba1d999fa	ESTANTE1-IMXN	MTY045	ZZUKGDXSDR	1	Human_Reject	2025-04-01	2025-04-06	2025-04-14	PROBLEM_SOLVING	Y
IMXN	IMXN	SAT4_IMXN_4045b9fa-75e1-4e49-8ef1-0252bec6e654	PISO NON SORT	tsXPBN9HXPG	ZZS35EVL8F	3	Human_Reject	2025-03-29	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_b9e02c78-40be-4616-ad79-6f28981221c6	ESTANTE1-IMXN	MTY07	ZZTX2GYTWZ	1	Human_Reject	2025-03-24	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	FTW6_IMXN_37db5746-79be-415a-a61e-b782a30ad0d9	ESTANTE1-IMXN	MTY039	B001CDK0KO	1	Human_Reject	2025-03-30	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	FTW6_IMXN_37db5746-79be-415a-a61e-b782a30ad0d9	ESTANTE1-IMXN	MTY001	ZZRT2JIHO9	1	Human_Reject	2025-03-30	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	FTW6_IMXN_37db5746-79be-415a-a61e-b782a30ad0d9	ESTANTE1-IMXN	MTY05	ZZSF6A69CT	1	Human_Reject	2025-03-30	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	FTW6_IMXN_37db5746-79be-415a-a61e-b782a30ad0d9	ESTANTE1-IMXN	MTY05	ZZTF9OFMJR	1	Human_Reject	2025-03-30	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU2_IMXN_df5cb273-7c44-4b2a-981c-4c3cd206ef73	ESTANTE1-IMXN	MTY008	ZZUE1MGJWL	4	Human_Reject	2025-03-24	2025-03-31	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_4287e279-e10b-42f4-a78f-fa0562bd5d62	DESTRUCTION AREA SIDELINE REPORT	paXdesabr14	ZZSGSX0A69	3	Human_Reject	2025-03-24	2025-03-30	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	LIT1_IMXN_3c8384d0-1795-420d-af8d-9996e373e04a	DESTRUCTION AREA SIDELINE REPORT	paXdesabr05	ZZU1I3Y47X	6	Human_Reject	2025-03-20	2025-03-25	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	LIT1_IMXN_3c8384d0-1795-420d-af8d-9996e373e04a	DESTRUCTION AREA SIDELINE REPORT	paXdesabr05	ZZTA73UKY7	90	Human_Reject	2025-03-20	2025-03-25	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	LIT1_IMXN_3c8384d0-1795-420d-af8d-9996e373e04a	DESTRUCTION AREA SIDELINE REPORT	paXdesabr05	ZZSB9R0I7P	3	Human_Reject	2025-03-20	2025-03-25	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU8_IMXN_03b6b4f5-f189-4f8a-98dd-d0f4a032e6ae	PISO NON SORT	tsXPBNP9FT2	ZZTFAMUJEB	3	Human_Reject	2025-03-19	2025-03-24	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	B07P8WVZ5D	8	Other	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	SAT2_IMXN_6f6cadd8-d679-4dbf-a594-681df29891dd	Problem Solving OPS	problemSolvingContainer	B09BK3FVLZ	1	Other	2025-03-10	2025-03-20	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	ZZTPBNNXS3	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	B08HTNXTG8	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	ZZRGKJRP5L	2	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	B0D63F5Z77	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	116TQQKNW		paXdesabr01	B07VPRGTY5	1	System_Reject	2025-03-29	2025-04-06	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	B0983FJX7M	1	System_Reject	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	B0DMN89X94	1	System_Reject	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	ZZS73R3863	5	System_Reject	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	115Q68ZTB	CPS-UVA	tsXPBFL5D4M	ZZSM3YBAR5	1	System_Reject	2025-03-03	2025-03-14	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZRW7NLXS9	1	Wrong_Label	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU6_IMXN_7240400f-3259-4175-b36c-3a2fb3f6544c		l1dmg14	ZZS7JWE2Y9	1	ASIN_Damaged	2025-04-09	2025-04-13	2025-04-14	PROBLEM_SOLVING	Y
IMXJ	TIJ1	111QFR3B9		DMG16	ZZRD5YV4FB	1	ASIN_Damaged	2025-04-04	2025-04-11	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZR8R5ZOAJ	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	B08N8GDN7K	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZROV9GDXH	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZR8JIT4N7	1	ASIN_Damaged	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	CSG1_IMXN_48c8b99c-3d2e-491d-ac79-9cd652164bbf	ESTANTE1-IMXN	MTY035	ZZRCDJ0YLJ	2	Human_Reject	2025-04-06	2025-04-10	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	CSG1_IMXN_48c8b99c-3d2e-491d-ac79-9cd652164bbf	ESTANTE1-IMXN	MTY035	ZZRA8MI94R	2	Human_Reject	2025-04-06	2025-04-10	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_9f9fffa2-8f12-4707-8946-a81bdfcfbc34	ESTANTE1-IMXN	MTY036	ZZUG7TN69F	3	Human_Reject	2025-03-30	2025-04-07	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	CSG1_IMXN_00f26391-3da6-48e6-ba50-8f5ba1d999fa	ESTANTE1-IMXN	MTY045	ZZY2KBX6B3	1	Human_Reject	2025-04-01	2025-04-06	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	CSG1_IMXN_00f26391-3da6-48e6-ba50-8f5ba1d999fa	ESTANTE1-IMXN	MTY045	ZZXOFEFGC1	1	Human_Reject	2025-04-01	2025-04-06	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	FTW6_IMXN_37db5746-79be-415a-a61e-b782a30ad0d9	ESTANTE1-IMXN	MTY039	ZZXQ7V70PV	1	Human_Reject	2025-03-30	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	FTW6_IMXN_37db5746-79be-415a-a61e-b782a30ad0d9	ESTANTE1-IMXN	MTY039	ZZUPSSKI1F	2	Human_Reject	2025-03-30	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	FTW6_IMXN_37db5746-79be-415a-a61e-b782a30ad0d9	ESTANTE1-IMXN	MTY039	ZZWEQCJQFB	5	Human_Reject	2025-03-30	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_b9e02c78-40be-4616-ad79-6f28981221c6	DESTRUCTION AREA SIDELINE REPORT	paXdesabr15	ZZXS25FQGZ	2	Human_Reject	2025-03-24	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	FTW6_IMXN_37db5746-79be-415a-a61e-b782a30ad0d9	ESTANTE1-IMXN	MTY001	B07HJBC9YM	1	Human_Reject	2025-03-30	2025-04-01	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	ORD5_IMXN_4287e279-e10b-42f4-a78f-fa0562bd5d62	VIRTUAL COMPLIANCE	paXvirabr01	ZZRDXYPJA9	2	Human_Reject	2025-03-24	2025-03-30	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	LIT1_IMXN_3c8384d0-1795-420d-af8d-9996e373e04a	DESTRUCTION AREA SIDELINE REPORT	paXdesabr05	ZZR92GODKJ	1	Human_Reject	2025-03-20	2025-03-25	2025-04-14	PROBLEM_SOLVING	N
IMXN	IMXN	HOU8_IMXN_03b6b4f5-f189-4f8a-98dd-d0f4a032e6ae	PISO NON SORT	tsXPBNP9FT2	ZZSZK0M005	2	Human_Reject	2025-03-19	2025-03-24	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	1166V7DSK		tsX2nhvu7fh	ZZXR89JCRP	1	System_Reject	2025-03-29	2025-04-12	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	B08V8X3MRQ	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY	ESTANTE2 E4	tsX0myx2vjr	B08ZJLJ7LT	4	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	115NVT783	ESTANTE2 E3	tsX0w5238y3	ZZRBQUSUPD	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	B09XGVW68P	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113R339MY		paXdesmar11	B0D1QGLXWP	1	System_Reject	2025-04-03	2025-04-09	2025-04-14	PROBLEM_SOLVING	N
IMXJ	MEX3	116TQQKNW		paXdesabr01	ZZSF2CIHVR	1	System_Reject	2025-03-29	2025-04-06	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113X4NG9F	CPS-UVA	paXdesmar10	ZZSBGX3XYH	1	System_Reject	2025-03-21	2025-04-03	2025-04-14	PROBLEM_SOLVING	N
IMXJ	TIJ1	113PSSF59	ESTANTE1 E3	tsX0f65jtxh	B08744MXF8	1	System_Reject	2025-03-28	2025-04-02	2025-04-14	PROBLEM_SOLVING	N
